flaketype,frequencyghz,temperaturek,aeffum,max_dimension_mm,cabs,cbk,cext,csca,g,ar
7,60.000000,273.149994,147.600006,0.750000,4.515049e-11,6.752905e-11,9.246170e-11,4.731121e-11,1.880400e-02,-1.000000
7,60.000000,273.149994,190.500000,1.000000,1.007146e-10,2.993875e-10,3.180731e-10,2.173585e-10,3.277400e-02,-1.000000
7,60.000000,273.149994,201.500000,1.500000,1.281297e-10,3.711063e-10,4.236636e-10,2.955339e-10,6.620200e-02,-1.000000
7,60.000000,273.149994,327.399994,2.000000,5.296399e-10,5.094146e-09,5.215175e-09,4.685535e-09,1.187200e-01,-1.000000
7,60.000000,273.149994,393.799988,2.500000,9.568962e-10,1.173880e-08,1.375985e-08,1.280295e-08,1.767800e-01,-1.000000
7,60.000000,273.149994,421.600006,3.000000,1.184829e-09,1.284560e-08,1.790075e-08,1.671592e-08,2.362100e-01,-1.000000
7,60.000000,273.149994,512.500000,3.500000,2.176439e-09,3.120419e-08,4.976335e-08,4.758692e-08,2.931900e-01,-1.000000
7,60.000000,273.149994,534.200012,4.000000,2.473037e-09,3.197950e-08,5.576280e-08,5.328976e-08,3.370800e-01,-1.000000
7,60.000000,273.149994,610.900024,5.000000,3.779474e-09,5.996600e-08,9.994290e-08,9.616343e-08,3.822700e-01,-1.000000
7,60.000000,273.149994,727.700012,6.000000,6.621548e-09,1.645152e-07,2.438041e-07,2.371826e-07,3.841700e-01,-1.000000
7,60.000000,273.149994,808.400024,7.000000,9.320911e-09,2.699924e-07,3.984587e-07,3.891378e-07,3.816100e-01,-1.000000
7,60.000000,273.149994,945.400024,8.000000,1.551868e-08,5.683719e-07,8.975632e-07,8.820445e-07,3.915900e-01,-1.000000
7,60.000000,273.149994,1038.400024,9.000000,2.121083e-08,8.600981e-07,1.402870e-06,1.381659e-06,4.036700e-01,-1.000000
7,60.000000,273.149994,1057.800049,10.000000,2.224771e-08,8.863958e-07,1.389577e-06,1.367329e-06,4.013000e-01,-1.000000
8,60.000000,273.149994,21.200001,0.050000,1.015649e-13,5.400669e-16,1.019255e-13,3.606140e-16,3.129800e-04,-1.000000
8,60.000000,273.149994,42.200001,0.100000,7.868908e-13,3.315220e-14,8.090396e-13,2.214875e-14,7.929600e-04,-1.000000
8,60.000000,273.149994,65.699997,0.200000,3.466103e-12,5.203243e-13,3.814557e-12,3.484545e-13,1.953900e-03,-1.000000
8,60.000000,273.149994,81.300003,0.300000,7.182182e-12,1.969524e-12,8.506924e-12,1.324742e-12,3.677300e-03,-1.000000
8,60.000000,273.149994,108.400002,0.400000,1.712324e-11,1.097711e-11,2.455728e-11,7.434038e-12,6.399400e-03,-1.000000
8,60.000000,273.149994,112.199997,0.500000,1.945139e-11,1.345196e-11,2.862240e-11,9.171018e-12,8.993300e-03,-1.000000
8,60.000000,273.149994,155.699997,0.750000,5.339655e-11,9.297312e-11,1.185058e-10,6.510920e-11,1.939100e-02,-1.000000
8,60.000000,273.149994,201.000000,1.000000,1.195873e-10,4.137346e-10,4.206498e-10,3.010625e-10,3.401300e-02,-1.000000
8,60.000000,273.149994,214.000000,1.500000,1.549362e-10,5.231675e-10,5.752881e-10,4.203519e-10,7.033600e-02,-1.000000
8,60.000000,273.149994,346.899994,2.000000,6.391448e-10,7.038810e-09,7.233989e-09,6.594844e-09,1.253800e-01,-1.000000
8,60.000000,273.149994,417.500000,2.500000,1.155380e-09,1.586354e-08,1.904161e-08,1.788623e-08,1.875900e-01,-1.000000
8,60.000000,273.149994,446.799988,3.000000,1.426468e-09,1.687419e-08,2.455664e-08,2.313017e-08,2.509100e-01,-1.000000
8,60.000000,273.149994,544.000000,3.500000,2.637867e-09,3.938134e-08,6.821964e-08,6.558177e-08,3.161900e-01,-1.000000
8,60.000000,273.149994,567.000000,4.000000,2.991987e-09,3.936005e-08,7.573230e-08,7.274031e-08,3.647900e-01,-1.000000
8,60.000000,273.149994,648.299988,5.000000,4.564585e-09,7.388473e-08,1.338557e-07,1.292912e-07,4.146900e-01,-1.000000
8,60.000000,273.149994,772.499939,6.000000,8.007872e-09,2.075382e-07,3.242432e-07,3.162354e-07,4.159000e-01,-1.000000
8,60.000000,273.149994,857.599976,7.000000,1.123076e-08,3.396863e-07,5.245473e-07,5.133165e-07,4.114300e-01,-1.000000
8,60.000000,273.149994,1002.599976,8.000000,1.867485e-08,6.970092e-07,1.169179e-06,1.150504e-06,4.227200e-01,-1.000000
8,60.000000,273.149994,1102.300049,9.000000,2.557475e-08,1.043515e-06,1.815975e-06,1.790400e-06,4.359500e-01,-1.000000
8,60.000000,273.149994,1123.099976,10.000000,2.682760e-08,1.081674e-06,1.792311e-06,1.765483e-06,4.326700e-01,-1.000000
9,60.000000,273.149994,25.000000,0.050000,1.569559e-13,1.392848e-15,1.578861e-13,9.301667e-16,3.712100e-04,-1.000000
9,60.000000,273.149994,50.000000,0.100000,1.258836e-12,8.909193e-14,1.318369e-12,5.953318e-14,1.017800e-03,-1.000000
9,60.000000,273.149994,93.800003,0.200000,8.454312e-12,3.905587e-12,1.107878e-11,2.624469e-12,3.180000e-03,-1.000000
9,60.000000,273.149994,120.199997,0.300000,1.868973e-11,1.791924e-11,3.084150e-11,1.215177e-11,5.327200e-03,-1.000000
9,60.000000,273.149994,139.899994,0.400000,3.152514e-11,4.684169e-11,6.363442e-11,3.210927e-11,7.631500e-03,-1.000000
9,60.000000,273.149994,152.300003,0.500000,4.419210e-11,8.298286e-11,1.017267e-10,5.753463e-11,9.884200e-03,-1.000000
9,60.000000,273.149994,186.600006,0.750000,9.075011e-11,2.977979e-10,3.026364e-10,2.118863e-10,1.741900e-02,-1.000000
9,60.000000,273.149994,217.199997,1.000000,1.519717e-10,7.432017e-10,6.954774e-10,5.435057e-10,2.669300e-02,-1.000000
9,60.000000,273.149994,258.500000,1.500000,2.848727e-10,2.047538e-09,1.897878e-09,1.613005e-09,5.171500e-02,-1.000000
9,60.000000,273.149994,299.399994,2.000000,4.617053e-10,4.340765e-09,4.201814e-09,3.740109e-09,8.346300e-02,-1.000000
9,60.000000,273.149994,337.799988,2.500000,6.824091e-10,7.539295e-09,7.902266e-09,7.219857e-09,1.206000e-01,-1.000000
9,60.000000,273.149994,373.600006,3.000000,9.431128e-10,1.126135e-08,1.308501e-08,1.214190e-08,1.618600e-01,-1.000000
9,60.000000,273.149994,405.399994,3.500000,1.223571e-09,1.478736e-08,1.923429e-08,1.801072e-08,2.044000e-01,-1.000000
9,60.000000,273.149994,407.399994,4.000000,1.266959e-09,1.239063e-08,1.825759e-08,1.699063e-08,2.455800e-01,-1.000000
9,60.000000,273.149994,462.299988,5.000000,1.889189e-09,1.756746e-08,3.149635e-08,2.960716e-08,3.222900e-01,-1.000000
9,60.000000,273.149994,509.299988,6.000000,2.554425e-09,2.270450e-08,4.627636e-08,4.372193e-08,3.808300e-01,-1.000000
9,60.000000,273.149994,553.599976,7.000000,3.315736e-09,2.948179e-08,6.410968e-08,6.079394e-08,4.230600e-01,-1.000000
9,60.000000,273.149994,592.099976,8.000000,4.079317e-09,3.722524e-08,8.207404e-08,7.799472e-08,4.501300e-01,-1.000000
9,60.000000,273.149994,632.700012,9.000000,5.023267e-09,4.760037e-08,1.061929e-07,1.011696e-07,4.693400e-01,-1.000000
9,60.000000,273.149994,671.599976,10.000000,6.057411e-09,5.819910e-08,1.336672e-07,1.276098e-07,4.831300e-01,-1.000000
10,60.000000,273.149994,33.340462,0.074890,4.483224e-13,9.018533e-15,4.543767e-13,6.054343e-15,5.817300e-04,-1.000000
10,60.000000,273.149994,48.006454,0.100630,1.263339e-12,7.639822e-14,1.314448e-12,5.110913e-14,1.022100e-03,-1.000000
10,60.000000,273.149994,76.205498,0.201260,5.096490e-12,1.222082e-12,5.917219e-12,8.207292e-13,2.466900e-03,-1.000000
10,60.000000,273.149994,94.228920,0.276730,9.951635e-12,4.470339e-12,1.297484e-11,3.023204e-12,3.984000e-03,-1.000000
10,60.000000,273.149994,114.152267,0.368980,1.844388e-11,1.453325e-11,2.837035e-11,9.926471e-12,6.350500e-03,-1.000000
10,60.000000,273.149994,111.483665,0.525530,1.766073e-11,1.244711e-11,2.621835e-11,8.557629e-12,1.000200e-02,-1.000000
10,60.000000,273.149994,124.619125,0.621090,2.506276e-11,2.421917e-11,4.189632e-11,1.683357e-11,1.359200e-02,-1.000000
10,60.000000,273.149994,142.455444,0.759100,3.823970e-11,5.348767e-11,7.609686e-11,3.785717e-11,1.974100e-02,-1.000000
10,60.000000,273.149994,154.092682,0.853990,4.905414e-11,8.470136e-11,1.098579e-10,6.080372e-11,2.462200e-02,-1.000000
10,60.000000,273.149994,168.439499,0.975990,6.511511e-11,1.416560e-10,1.688747e-10,1.037595e-10,3.166500e-02,-1.000000
10,60.000000,273.149994,168.975510,1.072610,6.686045e-11,1.417249e-10,1.721605e-10,1.053000e-10,3.723100e-02,-1.000000
10,60.000000,273.149994,204.698303,1.430140,1.228872e-10,4.033438e-10,4.463591e-10,3.234719e-10,6.410300e-02,-1.000000
10,60.000000,273.149994,253.873230,2.075560,2.445157e-10,1.100575e-09,1.301728e-09,1.057213e-09,1.270300e-01,-1.000000
10,60.000000,273.149994,332.668030,3.113340,5.791203e-10,2.984812e-09,4.761984e-09,4.182864e-09,2.524800e-01,-1.000000
10,60.000000,273.149994,363.648468,3.558180,7.697778e-10,3.877887e-09,7.120684e-09,6.350906e-09,3.051300e-01,-1.000000
10,60.000000,273.149994,402.998627,4.151120,1.069471e-09,5.232640e-09,1.117284e-08,1.010337e-08,3.667500e-01,-1.000000
10,60.000000,273.149994,455.084015,4.981350,1.579075e-09,7.722676e-09,1.878039e-08,1.720131e-08,4.321400e-01,-1.000000
10,60.000000,273.149994,528.088623,6.226810,2.546705e-09,1.304203e-08,3.492634e-08,3.237963e-08,4.952500e-01,-1.000000
10,60.000000,273.149994,639.733521,8.302410,4.724139e-09,2.764930e-08,7.661288e-08,7.188874e-08,5.445100e-01,-1.000000
10,60.000000,273.149994,838.288391,12.453620,1.131857e-08,4.140023e-08,2.249649e-07,2.136463e-07,5.944400e-01,-1.000000
0,60.000000,263.149994,25.000000,0.120900,1.607769e-13,1.682151e-15,1.619243e-13,1.147368e-15,5.995700e-04,-1.000000
0,60.000000,263.149994,50.000000,0.241700,1.289231e-12,1.071642e-13,1.362513e-12,7.328157e-14,1.932500e-03,-1.000000
0,60.000000,263.149994,100.000000,0.483500,1.041061e-11,6.734229e-12,1.507965e-11,4.669035e-12,7.179800e-03,-1.000000
0,60.000000,263.149994,200.000000,0.966900,8.633851e-11,4.022061e-10,3.803162e-10,2.939776e-10,2.703000e-02,-1.000000
0,60.000000,263.149994,500.000000,2.417400,1.636848e-09,6.941786e-08,6.743986e-08,6.580301e-08,1.274000e-01,-1.000000
0,60.000000,263.149994,750.000000,3.626000,6.617608e-09,5.918506e-07,6.844064e-07,6.777888e-07,2.099500e-01,-1.000000
0,60.000000,263.149994,1000.000000,4.834700,1.723509e-08,1.894451e-06,2.951577e-06,2.934342e-06,3.154400e-01,-1.000000
1,60.000000,263.149994,25.000000,0.082600,1.453124e-13,1.534230e-15,1.463464e-13,1.033957e-15,4.093700e-04,-1.000000
1,60.000000,263.149994,50.000000,0.165200,1.165374e-12,9.803477e-14,1.231525e-12,6.615095e-14,1.234100e-03,-1.000000
1,60.000000,263.149994,100.000000,0.330300,9.415667e-12,6.235221e-12,1.365462e-11,4.238951e-12,4.453700e-03,-1.000000
1,60.000000,263.149994,200.000000,0.660700,7.828597e-11,3.893361e-10,3.514538e-10,2.731678e-10,1.700600e-02,-1.000000
1,60.000000,263.149994,500.000000,1.651700,1.540087e-09,8.000696e-08,7.062999e-08,6.908991e-08,9.612900e-02,-1.000000
1,60.000000,263.149994,750.000000,2.477600,6.519178e-09,6.655321e-07,7.704210e-07,7.639018e-07,1.975300e-01,-1.000000
1,60.000000,263.149994,1000.000000,3.303500,1.828124e-08,1.828443e-06,3.417485e-06,3.399203e-06,3.502000e-01,-1.000000
2,60.000000,263.149994,25.000000,0.065800,1.354282e-13,1.439432e-15,1.363899e-13,9.616809e-16,2.518400e-04,-1.000000
2,60.000000,263.149994,50.000000,0.131600,1.086127e-12,9.203800e-14,1.147675e-12,6.154772e-14,1.002700e-03,-1.000000
2,60.000000,263.149994,100.000000,0.263200,8.775724e-12,5.870835e-12,1.272533e-11,3.949611e-12,3.764700e-03,-1.000000
2,60.000000,263.149994,200.000000,0.526500,7.298548e-11,3.707655e-10,3.288619e-10,2.558764e-10,1.447900e-02,-1.000000
2,60.000000,263.149994,500.000000,1.316200,1.445290e-09,8.043826e-08,6.806433e-08,6.661904e-08,8.716900e-02,-1.000000
2,60.000000,263.149994,750.000000,1.974300,6.277609e-09,6.612018e-07,7.616264e-07,7.553488e-07,1.988800e-01,-1.000000
2,60.000000,263.149994,1000.000000,2.632400,1.967548e-08,1.381152e-06,3.556481e-06,3.536805e-06,3.954200e-01,-1.000000
3,60.000000,263.149994,25.000000,0.081100,1.624655e-13,1.710205e-15,1.636270e-13,1.161545e-15,4.525100e-04,-1.000000
3,60.000000,263.149994,50.000000,0.162300,1.302897e-12,1.092170e-13,1.377202e-12,7.430495e-14,1.372900e-03,-1.000000
3,60.000000,263.149994,100.000000,0.324600,1.052433e-11,6.931621e-12,1.528039e-11,4.756057e-12,5.007100e-03,-1.000000
3,60.000000,263.149994,200.000000,0.649200,8.741670e-11,4.288304e-10,3.924779e-10,3.050612e-10,1.928100e-02,-1.000000
3,60.000000,263.149994,500.000000,1.623000,1.707927e-09,8.015303e-08,7.581259e-08,7.410467e-08,1.159800e-01,-1.000000
3,60.000000,263.149994,750.000000,2.434400,7.068053e-09,5.382882e-07,7.666050e-07,7.595369e-07,2.513500e-01,-1.000000
3,60.000000,263.149994,1000.000000,3.245900,2.092112e-08,1.205118e-06,3.571863e-06,3.550942e-06,4.225200e-01,-1.000000
4,60.000000,263.149994,25.000000,0.126500,2.170644e-13,2.254440e-15,2.186267e-13,1.562275e-15,8.067500e-04,-1.000000
4,60.000000,263.149994,50.000000,0.252900,1.740050e-12,1.431290e-13,1.839662e-12,9.961205e-14,2.764100e-03,-1.000000
4,60.000000,263.149994,100.000000,0.505900,1.403130e-11,8.870800e-12,2.033050e-11,6.299207e-12,1.054400e-02,-1.000000
4,60.000000,263.149994,200.000000,1.011800,1.162427e-10,4.992914e-10,5.021182e-10,3.858755e-10,4.212900e-02,-1.000000
4,60.000000,263.149994,500.000000,2.529400,2.043999e-09,4.779356e-08,6.820280e-08,6.615880e-08,2.404500e-01,-1.000000
4,60.000000,263.149994,750.000000,3.794100,7.613571e-09,2.507126e-07,5.606948e-07,5.530813e-07,3.999500e-01,-1.000000
4,60.000000,263.149994,1000.000000,5.058800,1.975810e-08,8.466541e-07,2.374162e-06,2.354404e-06,4.961900e-01,-1.000000
5,60.000000,263.149994,18.700001,0.050000,5.907524e-14,2.604491e-16,5.924957e-14,1.743342e-16,2.851100e-04,-1.000000
5,60.000000,263.149994,36.500000,0.100000,4.380007e-13,1.434111e-14,4.476062e-13,9.605463e-15,6.549400e-04,-1.000000
5,60.000000,263.149994,59.500000,0.200000,2.090384e-12,2.880106e-13,2.284275e-12,1.938902e-13,1.766200e-03,-1.000000
5,60.000000,263.149994,82.199997,0.300000,5.533091e-12,1.984882e-12,6.874950e-12,1.341859e-12,3.443600e-03,-1.000000
5,60.000000,263.149994,89.900002,0.400000,7.852230e-12,3.562679e-12,1.027610e-11,2.423868e-12,5.447700e-03,-1.000000
5,60.000000,263.149994,112.400002,0.500000,1.542835e-11,1.347402e-11,2.466543e-11,9.237083e-12,8.398700e-03,-1.000000
5,60.000000,263.149994,133.699997,0.750000,2.820430e-11,3.939804e-11,5.589981e-11,2.769551e-11,1.599600e-02,-1.000000
5,60.000000,263.149994,202.899994,1.000000,9.285948e-11,4.274768e-10,4.034947e-10,3.106353e-10,3.005700e-02,-1.000000
5,60.000000,263.149994,276.700012,1.500000,2.512089e-10,2.461833e-09,2.208589e-09,1.957380e-09,6.287900e-02,-1.000000
5,60.000000,263.149994,309.799988,2.000000,3.642634e-10,4.022762e-09,3.931518e-09,3.567255e-09,1.024400e-01,-1.000000
5,60.000000,263.149994,385.600006,2.500000,7.179559e-10,1.217661e-08,1.283446e-08,1.211650e-08,1.452000e-01,-1.000000
5,60.000000,263.149994,435.500000,3.000000,1.061480e-09,2.026563e-08,2.376876e-08,2.270728e-08,1.903300e-01,-1.000000
5,60.000000,263.149994,512.099976,3.500000,1.781869e-09,4.509074e-08,5.688403e-08,5.510216e-08,2.280500e-01,-1.000000
5,60.000000,263.149994,533.599976,4.000000,2.032399e-09,4.959936e-08,6.559036e-08,6.355796e-08,2.562900e-01,-1.000000
5,60.000000,263.149994,655.000000,5.000000,3.986992e-09,1.447269e-07,1.928168e-07,1.888298e-07,2.910000e-01,-1.000000
5,60.000000,263.149994,763.099976,6.000000,6.650663e-09,3.283768e-07,4.280386e-07,4.213880e-07,3.013200e-01,-1.000000
5,60.000000,263.149994,852.700012,7.000000,9.578518e-09,5.514738e-07,7.376811e-07,7.281026e-07,3.080700e-01,-1.000000
5,60.000000,263.149994,934.900024,8.000000,1.300005e-08,8.136084e-07,1.147265e-06,1.134265e-06,3.212600e-01,-1.000000
5,60.000000,263.149994,1022.000000,9.000000,1.741606e-08,1.215059e-06,1.759284e-06,1.741868e-06,3.339800e-01,-1.000000
5,60.000000,263.149994,1086.199951,10.000000,2.137751e-08,1.593148e-06,2.319510e-06,2.298133e-06,3.413100e-01,-1.000000
6,60.000000,263.149994,19.400000,0.050000,6.579178e-14,3.242631e-16,6.600884e-14,2.170594e-16,2.936100e-04,-1.000000
6,60.000000,263.149994,40.599998,0.100000,5.842873e-13,2.647366e-14,6.019744e-13,1.768708e-14,7.448200e-04,-1.000000
6,60.000000,263.149994,59.000000,0.200000,2.058571e-12,2.741067e-13,2.242950e-12,1.843790e-13,1.764600e-03,-1.000000
6,60.000000,263.149994,72.400002,0.300000,4.134324e-12,9.847896e-13,4.800038e-12,6.657141e-13,3.345100e-03,-1.000000
6,60.000000,263.149994,96.500000,0.400000,9.835923e-12,5.478098e-12,1.356217e-11,3.726247e-12,5.804100e-03,-1.000000
6,60.000000,263.149994,98.800003,0.500000,1.087034e-11,6.399777e-12,1.527251e-11,4.402172e-12,8.182700e-03,-1.000000
6,60.000000,263.149994,137.000000,0.750000,2.966683e-11,4.410033e-11,6.077594e-11,3.110911e-11,1.764600e-02,-1.000000
6,60.000000,263.149994,177.500000,1.000000,6.643128e-11,1.979783e-10,2.105558e-10,1.441245e-10,3.106300e-02,-1.000000
6,60.000000,263.149994,188.199997,1.500000,8.519937e-11,2.512737e-10,2.858354e-10,2.006360e-10,6.345500e-02,-1.000000
6,60.000000,263.149994,305.399994,2.000000,3.493309e-10,3.469808e-09,3.495126e-09,3.145795e-09,1.111800e-01,-1.000000
6,60.000000,263.149994,366.700012,2.500000,6.286849e-10,8.216681e-09,9.252507e-09,8.623823e-09,1.626000e-01,-1.000000
6,60.000000,263.149994,392.100006,3.000000,7.757882e-10,9.413199e-09,1.209577e-08,1.131998e-08,2.125500e-01,-1.000000
6,60.000000,263.149994,477.700012,3.500000,1.431512e-09,2.428611e-08,3.428574e-08,3.285423e-08,2.607300e-01,-1.000000
6,60.000000,263.149994,497.600006,4.000000,1.624128e-09,2.580818e-08,3.869383e-08,3.706970e-08,2.959900e-01,-1.000000
6,60.000000,263.149994,568.400024,5.000000,2.473408e-09,4.781073e-08,7.021833e-08,6.774493e-08,3.327800e-01,-1.000000
6,60.000000,263.149994,677.500061,6.000000,4.333386e-09,1.260594e-07,1.726737e-07,1.683403e-07,3.388300e-01,-1.000000
6,60.000000,263.149994,751.599976,7.000000,6.083295e-09,2.050262e-07,2.829178e-07,2.768345e-07,3.404200e-01,-1.000000
6,60.000000,263.149994,879.400024,8.000000,1.013091e-08,4.376840e-07,6.442390e-07,6.341081e-07,3.496700e-01,-1.000000
6,60.000000,263.149994,966.299988,9.000000,1.387242e-08,6.546395e-07,1.019301e-06,1.005429e-06,3.610100e-01,-1.000000
6,60.000000,263.149994,984.200012,10.000000,1.454907e-08,6.473395e-07,1.014817e-06,1.000268e-06,3.594800e-01,-1.000000
7,60.000000,263.149994,20.500000,0.050000,7.626581e-14,4.436215e-16,7.656214e-14,2.963311e-16,3.048500e-04,-1.000000
7,60.000000,263.149994,41.400002,0.100000,6.139480e-13,2.956800e-14,6.337002e-13,1.975220e-14,7.677700e-04,-1.000000
7,60.000000,263.149994,62.500000,0.200000,2.434734e-12,3.826631e-13,2.691105e-12,2.563712e-13,1.847900e-03,-1.000000
7,60.000000,263.149994,77.500000,0.300000,5.067321e-12,1.464223e-12,6.052387e-12,9.850661e-13,3.550700e-03,-1.000000
7,60.000000,263.149994,103.300003,0.400000,1.206313e-11,8.144831e-12,1.757876e-11,5.515637e-12,6.171000e-03,-1.000000
7,60.000000,263.149994,106.400002,0.500000,1.350115e-11,9.727956e-12,2.014058e-11,6.639432e-12,8.721600e-03,-1.000000
7,60.000000,263.149994,147.600006,0.750000,3.696141e-11,6.710934e-11,8.397969e-11,4.701828e-11,1.881400e-02,-1.000000
7,60.000000,263.149994,190.500000,1.000000,8.243662e-11,2.974820e-10,2.984156e-10,2.159790e-10,3.279100e-02,-1.000000
7,60.000000,263.149994,201.500000,1.500000,1.048329e-10,3.685897e-10,3.983897e-10,2.935568e-10,6.624600e-02,-1.000000
7,60.000000,263.149994,327.399994,2.000000,4.334305e-10,5.059869e-09,5.088321e-09,4.654891e-09,1.188000e-01,-1.000000
7,60.000000,263.149994,393.799988,2.500000,7.830170e-10,1.165554e-08,1.349925e-08,1.271623e-08,1.769100e-01,-1.000000
7,60.000000,263.149994,421.600006,3.000000,9.694509e-10,1.275017e-08,1.756978e-08,1.660033e-08,2.364000e-01,-1.000000
7,60.000000,263.149994,512.500000,3.500000,1.780693e-09,3.096051e-08,4.903177e-08,4.725108e-08,2.934400e-01,-1.000000
7,60.000000,263.149994,534.200012,4.000000,2.023255e-09,3.172376e-08,5.493289e-08,5.290964e-08,3.373800e-01,-1.000000
7,60.000000,263.149994,610.900024,5.000000,3.091838e-09,5.947832e-08,9.854946e-08,9.545762e-08,3.826500e-01,-1.000000
7,60.000000,263.149994,727.700012,6.000000,5.415921e-09,1.631814e-07,2.408184e-07,2.354025e-07,3.845600e-01,-1.000000
7,60.000000,263.149994,808.400024,7.000000,7.623232e-09,2.677995e-07,3.938046e-07,3.861813e-07,3.819800e-01,-1.000000
7,60.000000,263.149994,945.400024,8.000000,1.269057e-08,5.635731e-07,8.879400e-07,8.752494e-07,3.919800e-01,-1.000000
7,60.000000,263.149994,1038.400024,9.000000,1.734400e-08,8.527336e-07,1.388299e-06,1.370955e-06,4.040600e-01,-1.000000
7,60.000000,263.149994,1057.800049,10.000000,1.819145e-08,8.788421e-07,1.374834e-06,1.356643e-06,4.017200e-01,-1.000000
8,60.000000,263.149994,21.200001,0.050000,8.327584e-14,5.372990e-16,8.363460e-14,3.587643e-16,3.128300e-04,-1.000000
8,60.000000,263.149994,42.200001,0.100000,6.452338e-13,3.298488e-14,6.672678e-13,2.203406e-14,7.922800e-04,-1.000000
8,60.000000,263.149994,65.699997,0.200000,2.839872e-12,5.174103e-13,3.186373e-12,3.465018e-13,1.953700e-03,-1.000000
8,60.000000,263.149994,81.300003,0.300000,5.881674e-12,1.957808e-12,7.198525e-12,1.316851e-12,3.677900e-03,-1.000000
8,60.000000,263.149994,108.400002,0.400000,1.402234e-11,1.091170e-11,2.141208e-11,7.389740e-12,6.400600e-03,-1.000000
8,60.000000,263.149994,112.199997,0.500000,1.592520e-11,1.336996e-11,2.504045e-11,9.115255e-12,8.997100e-03,-1.000000
8,60.000000,263.149994,155.699997,0.750000,4.371052e-11,9.239506e-11,1.084168e-10,6.470632e-11,1.940000e-02,-1.000000
8,60.000000,263.149994,201.000000,1.000000,9.788086e-11,4.111029e-10,3.970395e-10,2.991586e-10,3.403000e-02,-1.000000
8,60.000000,263.149994,214.000000,1.500000,1.267602e-10,5.196059e-10,5.443066e-10,4.175464e-10,7.038000e-02,-1.000000
8,60.000000,263.149994,346.899994,2.000000,5.230433e-10,6.990827e-09,7.074411e-09,6.551367e-09,1.254600e-01,-1.000000
8,60.000000,263.149994,417.500000,2.500000,9.453752e-10,1.575069e-08,1.871059e-08,1.776521e-08,1.877200e-01,-1.000000
8,60.000000,263.149994,446.799988,3.000000,1.167139e-09,1.674809e-08,2.413739e-08,2.297025e-08,2.511000e-01,-1.000000
8,60.000000,263.149994,544.000000,3.500000,2.158044e-09,3.907057e-08,6.727682e-08,6.511877e-08,3.164500e-01,-1.000000
8,60.000000,263.149994,567.000000,4.000000,2.447704e-09,3.904021e-08,7.466988e-08,7.222218e-08,3.651000e-01,-1.000000
8,60.000000,263.149994,648.299988,5.000000,3.733796e-09,7.327910e-08,1.320796e-07,1.283458e-07,4.150800e-01,-1.000000
8,60.000000,263.149994,772.499939,6.000000,6.549679e-09,2.058585e-07,3.204228e-07,3.138732e-07,4.162900e-01,-1.000000
8,60.000000,263.149994,857.599976,7.000000,9.184983e-09,3.369279e-07,5.186197e-07,5.094348e-07,4.118000e-01,-1.000000
8,60.000000,263.149994,1002.599976,8.000000,1.527121e-08,6.911757e-07,1.156996e-06,1.141725e-06,4.231100e-01,-1.000000
8,60.000000,263.149994,1102.300049,9.000000,2.091199e-08,1.034640e-06,1.797532e-06,1.776620e-06,4.363500e-01,-1.000000
8,60.000000,263.149994,1123.099976,10.000000,2.193609e-08,1.072512e-06,1.773748e-06,1.751812e-06,4.330900e-01,-1.000000
9,60.000000,263.149994,25.000000,0.050000,1.287248e-13,1.386038e-15,1.296503e-13,9.255328e-16,3.709700e-04,-1.000000
9,60.000000,263.149994,50.000000,0.100000,1.032406e-12,8.865372e-14,1.091641e-12,5.923473e-14,1.016900e-03,-1.000000
9,60.000000,263.149994,93.800003,0.200000,6.933221e-12,3.886135e-12,9.544587e-12,2.611367e-12,3.177100e-03,-1.000000
9,60.000000,263.149994,120.199997,0.300000,1.532362e-11,1.782626e-11,2.741229e-11,1.208868e-11,5.323100e-03,-1.000000
9,60.000000,263.149994,139.899994,0.400000,2.584003e-11,4.658748e-11,5.777283e-11,3.193280e-11,7.626900e-03,-1.000000
9,60.000000,263.149994,152.300003,0.500000,3.620918e-11,8.250120e-11,9.340715e-11,5.719797e-11,9.881000e-03,-1.000000
9,60.000000,263.149994,186.600006,0.750000,7.431880e-11,2.959422e-10,2.848596e-10,2.105408e-10,1.741900e-02,-1.000000
9,60.000000,263.149994,217.199997,1.000000,1.244215e-10,7.383593e-10,6.643405e-10,5.399191e-10,2.669900e-02,-1.000000
9,60.000000,263.149994,258.500000,1.500000,2.331044e-10,2.033082e-09,1.834626e-09,1.601522e-09,5.173800e-02,-1.000000
9,60.000000,263.149994,299.399994,2.000000,3.777282e-10,4.308915e-09,4.090520e-09,3.712792e-09,8.350600e-02,-1.000000
9,60.000000,263.149994,337.799988,2.500000,5.582305e-10,7.482083e-09,7.723957e-09,7.165726e-09,1.206700e-01,-1.000000
9,60.000000,263.149994,373.600006,3.000000,7.714424e-10,1.117429e-08,1.282082e-08,1.204938e-08,1.619500e-01,-1.000000
9,60.000000,263.149994,405.399994,3.500000,1.000779e-09,1.467122e-08,1.887261e-08,1.787183e-08,2.045200e-01,-1.000000
9,60.000000,263.149994,407.399994,4.000000,1.036176e-09,1.229103e-08,1.789385e-08,1.685767e-08,2.457000e-01,-1.000000
9,60.000000,263.149994,462.299988,5.000000,1.545016e-09,1.742403e-08,3.091718e-08,2.937217e-08,3.224300e-01,-1.000000
