flaketype,frequencyghz,temperaturek,aeffum,max_dimension_mm,cabs,cbk,cext,csca,g,ar
7,70.000000,243.149994,727.700012,6.000000,5.536533e-09,2.630145e-07,3.868220e-07,3.812855e-07,3.827500e-01,-1.000000
7,70.000000,243.149994,808.400024,7.000000,7.806571e-09,3.898056e-07,6.205436e-07,6.127370e-07,3.950100e-01,-1.000000
7,70.000000,243.149994,945.400024,8.000000,1.311681e-08,8.596854e-07,1.396287e-06,1.383170e-06,4.091700e-01,-1.000000
7,70.000000,243.149994,1038.400024,9.000000,1.798288e-08,1.382712e-06,2.202649e-06,2.184666e-06,4.118500e-01,-1.000000
7,70.000000,243.149994,1057.800049,10.000000,1.881260e-08,1.381101e-06,2.194159e-06,2.175346e-06,4.016900e-01,-1.000000
8,70.000000,243.149994,21.200001,0.050000,8.186953e-14,9.851191e-16,8.252735e-14,6.578169e-16,3.699100e-04,-1.000000
8,70.000000,243.149994,42.200001,0.100000,6.348836e-13,6.047193e-14,6.752883e-13,4.040474e-14,1.019800e-03,-1.000000
8,70.000000,243.149994,65.699997,0.200000,2.792410e-12,9.464811e-13,3.427238e-12,6.348283e-13,2.599500e-03,-1.000000
8,70.000000,243.149994,81.300003,0.300000,5.782417e-12,3.570444e-12,8.191566e-12,2.409150e-12,4.945300e-03,-1.000000
8,70.000000,243.149994,108.400002,0.400000,1.381303e-11,1.983980e-11,2.732483e-11,1.351180e-11,8.643100e-03,-1.000000
8,70.000000,243.149994,112.199997,0.500000,1.567999e-11,2.418391e-11,3.230165e-11,1.662166e-11,1.217500e-02,-1.000000
8,70.000000,243.149994,155.699997,0.750000,4.317816e-11,1.644986e-10,1.604494e-10,1.172712e-10,2.627900e-02,-1.000000
8,70.000000,243.149994,201.000000,1.000000,9.705077e-11,7.154067e-10,6.344321e-10,5.373813e-10,4.604300e-02,-1.000000
8,70.000000,243.149994,214.000000,1.500000,1.252999e-10,8.440612e-10,8.512367e-10,7.259368e-10,9.479300e-02,-1.000000
8,70.000000,243.149994,346.899994,2.000000,5.241018e-10,1.048980e-08,1.162464e-08,1.110054e-08,1.666000e-01,-1.000000
8,70.000000,243.149994,417.500000,2.500000,9.508513e-10,2.168515e-08,3.007820e-08,2.912735e-08,2.442200e-01,-1.000000
8,70.000000,243.149994,446.799988,3.000000,1.172846e-09,2.210408e-08,3.780633e-08,3.663349e-08,3.148900e-01,-1.000000
8,70.000000,243.149994,544.000000,3.500000,2.189282e-09,5.408918e-08,1.051826e-07,1.029933e-07,3.775000e-01,-1.000000
8,70.000000,243.149994,567.000000,4.000000,2.483357e-09,6.138934e-08,1.166725e-07,1.141892e-07,4.095200e-01,-1.000000
8,70.000000,243.149994,648.299988,5.000000,3.800344e-09,1.330635e-07,2.102960e-07,2.064956e-07,4.184800e-01,-1.000000
8,70.000000,243.149994,772.499939,6.000000,6.689536e-09,3.305091e-07,5.103452e-07,5.036556e-07,4.132100e-01,-1.000000
8,70.000000,243.149994,857.599976,7.000000,9.394553e-09,4.785921e-07,8.083439e-07,7.989493e-07,4.260100e-01,-1.000000
8,70.000000,243.149994,1002.599976,8.000000,1.577206e-08,1.033331e-06,1.796445e-06,1.780673e-06,4.417000e-01,-1.000000
8,70.000000,243.149994,1102.300049,9.000000,2.167353e-08,1.689271e-06,2.823490e-06,2.801816e-06,4.427100e-01,-1.000000
8,70.000000,243.149994,1123.099976,10.000000,2.266482e-08,1.697454e-06,2.805680e-06,2.783015e-06,4.305000e-01,-1.000000
9,70.000000,243.149994,25.000000,0.050000,1.266317e-13,2.542163e-15,1.283293e-13,1.697638e-15,4.484000e-04,-1.000000
9,70.000000,243.149994,50.000000,0.100000,1.016541e-12,1.625623e-13,1.125216e-12,1.086755e-13,1.324400e-03,-1.000000
9,70.000000,243.149994,93.800003,0.200000,6.846152e-12,7.119950e-12,1.164244e-11,4.796287e-12,4.254500e-03,-1.000000
9,70.000000,243.149994,120.199997,0.300000,1.516520e-11,3.261009e-11,3.737673e-11,2.221152e-11,7.164300e-03,-1.000000
9,70.000000,243.149994,139.899994,0.400000,2.561806e-11,8.502481e-11,8.427507e-11,5.865702e-11,1.028600e-02,-1.000000
9,70.000000,243.149994,152.300003,0.500000,3.592280e-11,1.500671e-10,1.408558e-10,1.049330e-10,1.333800e-02,-1.000000
9,70.000000,243.149994,186.600006,0.750000,7.396767e-11,5.326795e-10,4.589181e-10,3.849504e-10,2.346700e-02,-1.000000
9,70.000000,243.149994,217.199997,1.000000,1.242125e-10,1.310721e-09,1.106412e-09,9.821992e-10,3.598300e-02,-1.000000
9,70.000000,243.149994,258.500000,1.500000,2.330834e-10,3.457938e-09,3.090627e-09,2.857544e-09,6.931300e-02,-1.000000
9,70.000000,243.149994,299.399994,2.000000,3.781224e-10,6.960937e-09,6.849600e-09,6.471478e-09,1.107300e-01,-1.000000
9,70.000000,243.149994,337.799988,2.500000,5.588399e-10,1.144273e-08,1.273509e-08,1.217625e-08,1.576600e-01,-1.000000
9,70.000000,243.149994,373.600006,3.000000,7.718809e-10,1.623493e-08,2.073739e-08,1.996551e-08,2.079100e-01,-1.000000
9,70.000000,243.149994,405.399994,3.500000,1.000573e-09,2.049701e-08,2.996602e-08,2.896545e-08,2.568800e-01,-1.000000
9,70.000000,243.149994,407.399994,4.000000,1.031900e-09,1.672636e-08,2.779039e-08,2.675849e-08,3.014900e-01,-1.000000
9,70.000000,243.149994,462.299988,5.000000,1.538302e-09,2.360019e-08,4.706093e-08,4.552263e-08,3.772800e-01,-1.000000
9,70.000000,243.149994,509.299988,6.000000,2.080243e-09,3.161959e-08,6.850817e-08,6.642793e-08,4.281600e-01,-1.000000
9,70.000000,243.149994,553.599976,7.000000,2.701172e-09,4.268913e-08,9.457762e-08,9.187644e-08,4.604800e-01,-1.000000
9,70.000000,243.149994,592.099976,8.000000,3.323656e-09,5.400538e-08,1.209187e-07,1.175951e-07,4.783400e-01,-1.000000
9,70.000000,243.149994,632.700012,9.000000,4.093013e-09,6.667530e-08,1.561505e-07,1.520575e-07,4.925900e-01,-1.000000
9,70.000000,243.149994,671.599976,10.000000,4.936418e-09,7.892064e-08,1.961187e-07,1.911822e-07,5.039700e-01,-1.000000
10,70.000000,243.149994,33.340462,0.074890,3.608091e-13,1.641995e-14,3.718356e-13,1.102647e-14,7.870500e-04,-1.000000
10,70.000000,243.149994,48.006454,0.100630,1.018186e-12,1.391945e-13,1.111345e-12,9.315936e-14,1.331800e-03,-1.000000
10,70.000000,243.149994,76.205498,0.201260,4.112950e-12,2.224095e-12,5.609459e-12,1.496509e-12,3.292400e-03,-1.000000
10,70.000000,243.149994,94.228920,0.276730,8.037795e-12,8.120433e-12,1.354751e-11,5.509718e-12,5.353100e-03,-1.000000
10,70.000000,243.149994,114.152267,0.368980,1.491345e-11,2.631530e-11,3.298439e-11,1.807094e-11,8.565900e-03,-1.000000
10,70.000000,243.149994,111.483665,0.525530,1.424814e-11,2.234424e-11,2.974729e-11,1.549916e-11,1.353900e-02,-1.000000
10,70.000000,243.149994,124.619125,0.621090,2.023121e-11,4.321598e-11,5.063877e-11,3.040756e-11,1.841000e-02,-1.000000
10,70.000000,243.149994,142.455444,0.759100,3.089204e-11,9.444844e-11,9.896227e-11,6.807023e-11,2.673800e-02,-1.000000
10,70.000000,243.149994,154.092682,0.853990,3.964911e-11,1.483244e-10,1.485663e-10,1.089172e-10,3.333800e-02,-1.000000
10,70.000000,243.149994,168.439499,0.975990,5.266414e-11,2.450615e-10,2.375256e-10,1.848615e-10,4.278000e-02,-1.000000
10,70.000000,243.149994,168.975510,1.072610,5.402603e-11,2.425206e-10,2.405952e-10,1.865691e-10,5.028600e-02,-1.000000
10,70.000000,243.149994,204.698303,1.430140,9.940576e-11,6.587192e-10,6.607460e-10,5.613402e-10,8.627700e-02,-1.000000
10,70.000000,243.149994,253.873230,2.075560,1.977670e-10,1.621220e-09,1.952303e-09,1.754536e-09,1.680700e-01,-1.000000
10,70.000000,243.149994,332.668030,3.113340,4.683514e-10,3.880631e-09,6.988279e-09,6.519927e-09,3.148200e-01,-1.000000
10,70.000000,243.149994,363.648468,3.558180,6.225856e-10,5.026374e-09,1.036061e-08,9.738027e-09,3.683200e-01,-1.000000
10,70.000000,243.149994,402.998627,4.151120,8.651281e-10,6.952746e-09,1.614722e-08,1.528209e-08,4.246000e-01,-1.000000
10,70.000000,243.149994,455.084015,4.981350,1.277639e-09,1.054382e-08,2.698657e-08,2.570893e-08,4.796600e-01,-1.000000
10,70.000000,243.149994,528.088623,6.226810,2.061773e-09,1.882980e-08,4.997764e-08,4.791587e-08,5.286500e-01,-1.000000
10,70.000000,243.149994,639.733521,8.302410,3.825803e-09,3.380184e-08,1.092514e-07,1.054256e-07,5.654800e-01,-1.000000
10,70.000000,243.149994,838.288391,12.453620,9.180430e-09,3.966354e-08,3.191833e-07,3.100029e-07,6.117500e-01,-1.000000
0,70.000000,233.149994,25.000000,0.120900,1.378001e-13,3.067966e-15,1.398924e-13,2.092301e-15,7.624700e-04,-1.000000
0,70.000000,233.149994,50.000000,0.241700,1.105919e-12,1.951122e-13,1.239523e-12,1.336041e-13,2.574900e-03,-1.000000
0,70.000000,233.149994,100.000000,0.483500,8.958567e-12,1.218067e-11,1.745720e-11,8.498636e-12,9.683700e-03,-1.000000
0,70.000000,233.149994,200.000000,0.966900,7.517454e-11,7.108799e-10,6.072723e-10,5.320978e-10,3.608800e-02,-1.000000
0,70.000000,233.149994,500.000000,2.417400,1.494691e-09,1.150894e-07,1.181577e-07,1.166630e-07,1.561000e-01,-1.000000
0,70.000000,233.149994,750.000000,3.626000,5.977547e-09,8.553764e-07,1.110815e-06,1.104837e-06,2.571800e-01,-1.000000
0,70.000000,233.149994,1000.000000,4.834700,1.566555e-08,1.965630e-06,4.332528e-06,4.316862e-06,4.079800e-01,-1.000000
1,70.000000,233.149994,25.000000,0.082600,1.247350e-13,2.802968e-15,1.266245e-13,1.889530e-15,5.232500e-04,-1.000000
1,70.000000,233.149994,50.000000,0.165200,1.001226e-12,1.790050e-13,1.122090e-12,1.208649e-13,1.625600e-03,-1.000000
1,70.000000,233.149994,100.000000,0.330300,8.116933e-12,1.135873e-11,1.586787e-11,7.750938e-12,5.988500e-03,-1.000000
1,70.000000,233.149994,200.000000,0.660700,6.836356e-11,7.028421e-10,5.688570e-10,5.004934e-10,2.291300e-02,-1.000000
1,70.000000,233.149994,500.000000,1.651700,1.427461e-09,1.348583e-07,1.279394e-07,1.265119e-07,1.263400e-01,-1.000000
1,70.000000,233.149994,750.000000,2.477600,6.074564e-09,9.043420e-07,1.276476e-06,1.270401e-06,2.652300e-01,-1.000000
1,70.000000,233.149994,1000.000000,3.303500,1.792404e-08,1.648263e-06,5.161339e-06,5.143415e-06,4.700200e-01,-1.000000
2,70.000000,233.149994,25.000000,0.065800,1.163646e-13,2.631977e-15,1.181237e-13,1.759095e-15,4.528600e-04,-1.000000
2,70.000000,233.149994,50.000000,0.131600,9.340740e-13,1.682471e-13,1.046661e-12,1.125868e-13,1.388300e-03,-1.000000
2,70.000000,233.149994,100.000000,0.263200,7.573124e-12,1.071957e-11,1.480758e-11,7.234460e-12,5.067500e-03,-1.000000
2,70.000000,233.149994,200.000000,0.526500,6.381328e-11,6.734386e-10,5.342982e-10,4.704849e-10,1.955200e-02,-1.000000
2,70.000000,233.149994,500.000000,1.316200,1.346722e-09,1.368815e-07,1.245129e-07,1.231661e-07,1.178900e-01,-1.000000
2,70.000000,233.149994,750.000000,1.974300,6.077038e-09,8.420080e-07,1.289520e-06,1.283443e-06,2.818900e-01,-1.000000
2,70.000000,233.149994,1000.000000,2.632400,2.233264e-08,5.762270e-07,5.871664e-06,5.849331e-06,5.484000e-01,-1.000000
3,70.000000,233.149994,25.000000,0.081100,1.393218e-13,3.121262e-15,1.414421e-13,2.120379e-15,5.698800e-04,-1.000000
3,70.000000,233.149994,50.000000,0.162300,1.118250e-12,1.991785e-13,1.253849e-12,1.355990e-13,1.812100e-03,-1.000000
3,70.000000,233.149994,100.000000,0.324600,9.063181e-12,1.260112e-11,1.774529e-11,8.682105e-12,6.742100e-03,-1.000000
3,70.000000,233.149994,200.000000,0.649200,7.621755e-11,7.696870e-10,6.332345e-10,5.570169e-10,2.604300e-02,-1.000000
3,70.000000,233.149994,500.000000,1.623000,1.566634e-09,1.273968e-07,1.337256e-07,1.321589e-07,1.554200e-01,-1.000000
3,70.000000,233.149994,750.000000,2.434400,6.701193e-09,6.356864e-07,1.260951e-06,1.254249e-06,3.393400e-01,-1.000000
3,70.000000,233.149994,1000.000000,3.245900,1.908832e-08,1.370059e-06,5.535411e-06,5.516323e-06,4.817900e-01,-1.000000
4,70.000000,233.149994,25.000000,0.126500,1.855503e-13,4.098847e-15,1.883913e-13,2.840982e-15,1.043600e-03,-1.000000
4,70.000000,233.149994,50.000000,0.252900,1.488408e-12,2.594719e-13,1.669356e-12,1.809479e-13,3.705100e-03,-1.000000
4,70.000000,233.149994,100.000000,0.505900,1.203356e-11,1.589440e-11,2.342717e-11,1.139361e-11,1.427100e-02,-1.000000
4,70.000000,233.149994,200.000000,1.011800,1.005360e-10,8.518021e-10,7.857174e-10,6.851814e-10,5.690700e-02,-1.000000
4,70.000000,233.149994,500.000000,2.529400,1.805473e-09,6.274502e-08,1.079992e-07,1.061937e-07,3.058600e-01,-1.000000
4,70.000000,233.149994,750.000000,3.794100,6.829842e-09,3.528853e-07,8.813903e-07,8.745604e-07,4.536200e-01,-1.000000
4,70.000000,233.149994,1000.000000,5.058800,1.766706e-08,1.114081e-06,3.513946e-06,3.496278e-06,5.569600e-01,-1.000000
5,70.000000,233.149994,18.700001,0.050000,5.072710e-14,4.761554e-16,5.104583e-14,3.187321e-16,3.323400e-04,-1.000000
5,70.000000,233.149994,36.500000,0.100000,3.762704e-13,2.621446e-14,3.938269e-13,1.755644e-14,8.338700e-04,-1.000000
5,70.000000,233.149994,59.500000,0.200000,1.795317e-12,5.253849e-13,2.149476e-12,3.541586e-13,2.344600e-03,-1.000000
5,70.000000,233.149994,82.199997,0.300000,4.757873e-12,3.614453e-12,7.208345e-12,2.450472e-12,4.623700e-03,-1.000000
5,70.000000,233.149994,89.900002,0.400000,6.746987e-12,6.459789e-12,1.116314e-11,4.416150e-12,7.349600e-03,-1.000000
5,70.000000,233.149994,112.400002,0.500000,1.328111e-11,2.434502e-11,3.009584e-11,1.681472e-11,1.135000e-02,-1.000000
5,70.000000,233.149994,133.699997,0.750000,2.429345e-11,7.022742e-11,7.438707e-11,5.009362e-11,2.161300e-02,-1.000000
5,70.000000,233.149994,202.899994,1.000000,8.070206e-11,7.500754e-10,6.407975e-10,5.600954e-10,4.043700e-02,-1.000000
5,70.000000,233.149994,276.700012,1.500000,2.201181e-10,4.124313e-09,3.686388e-09,3.466269e-09,8.345900e-02,-1.000000
5,70.000000,233.149994,309.799988,2.000000,3.192770e-10,6.376098e-09,6.464507e-09,6.145230e-09,1.330500e-01,-1.000000
5,70.000000,233.149994,385.600006,2.500000,6.349496e-10,1.868520e-08,2.117587e-08,2.054092e-08,1.832200e-01,-1.000000
5,70.000000,233.149994,435.500000,3.000000,9.423133e-10,3.081026e-08,3.882254e-08,3.788022e-08,2.306900e-01,-1.000000
5,70.000000,233.149994,512.099976,3.500000,1.596745e-09,7.013274e-08,9.327714e-08,9.168040e-08,2.651000e-01,-1.000000
5,70.000000,233.149994,533.599976,4.000000,1.820402e-09,8.022563e-08,1.072107e-07,1.053903e-07,2.844200e-01,-1.000000
5,70.000000,233.149994,655.000000,5.000000,3.603806e-09,2.441332e-07,3.190211e-07,3.154173e-07,3.019600e-01,-1.000000
5,70.000000,233.149994,763.099976,6.000000,6.010550e-09,5.181980e-07,7.005671e-07,6.945565e-07,3.125900e-01,-1.000000
5,70.000000,233.149994,852.700012,7.000000,8.652714e-09,8.173362e-07,1.182960e-06,1.174307e-06,3.301900e-01,-1.000000
5,70.000000,233.149994,934.900024,8.000000,1.175920e-08,1.228642e-06,1.826972e-06,1.815213e-06,3.458500e-01,-1.000000
5,70.000000,233.149994,1022.000000,9.000000,1.571009e-08,1.821001e-06,2.789790e-06,2.774080e-06,3.565500e-01,-1.000000
5,70.000000,233.149994,1086.199951,10.000000,1.918471e-08,2.231730e-06,3.650414e-06,3.631229e-06,3.632400e-01,-1.000000
6,70.000000,233.149994,19.400000,0.050000,5.649717e-14,5.928380e-16,5.689404e-14,3.968624e-16,3.438600e-04,-1.000000
6,70.000000,233.149994,40.599998,0.100000,5.022344e-13,4.840902e-14,5.345792e-13,3.234476e-14,9.550700e-04,-1.000000
6,70.000000,233.149994,59.000000,0.200000,1.767458e-12,4.999361e-13,2.104173e-12,3.367159e-13,2.343300e-03,-1.000000
6,70.000000,233.149994,72.400002,0.300000,3.547753e-12,1.790434e-12,4.761521e-12,1.213768e-12,4.494500e-03,-1.000000
6,70.000000,233.149994,96.500000,0.400000,8.454195e-12,9.930867e-12,1.524406e-11,6.789862e-12,7.834000e-03,-1.000000
6,70.000000,233.149994,98.800003,0.500000,9.338246e-12,1.154249e-11,1.733667e-11,7.998428e-12,1.106800e-02,-1.000000
6,70.000000,233.149994,137.000000,0.750000,2.555406e-11,7.836503e-11,8.174138e-11,5.618732e-11,2.386900e-02,-1.000000
6,70.000000,233.149994,177.500000,1.000000,5.740037e-11,3.445870e-10,3.155298e-10,2.581294e-10,4.182900e-02,-1.000000
6,70.000000,233.149994,188.199997,1.500000,7.343450e-11,4.121896e-10,4.223304e-10,3.488959e-10,8.478500e-02,-1.000000
6,70.000000,233.149994,305.399994,2.000000,3.049979e-10,5.371843e-09,5.663339e-09,5.358341e-09,1.453800e-01,-1.000000
6,70.000000,233.149994,366.700012,2.500000,5.512504e-10,1.207711e-08,1.486712e-08,1.431587e-08,2.069300e-01,-1.000000
6,70.000000,233.149994,392.100006,3.000000,6.798169e-10,1.361208e-08,1.906168e-08,1.838186e-08,2.601400e-01,-1.000000
6,70.000000,233.149994,477.700012,3.500000,1.265979e-09,3.634087e-08,5.437200e-08,5.310602e-08,3.043200e-01,-1.000000
6,70.000000,233.149994,497.600006,4.000000,1.435804e-09,4.103971e-08,6.117905e-08,5.974324e-08,3.280300e-01,-1.000000
6,70.000000,233.149994,568.400024,5.000000,2.193983e-09,8.166791e-08,1.122586e-07,1.100646e-07,3.399100e-01,-1.000000
6,70.000000,233.149994,677.500061,6.000000,3.866031e-09,2.012863e-07,2.771847e-07,2.733187e-07,3.415800e-01,-1.000000
6,70.000000,233.149994,751.599976,7.000000,5.439436e-09,3.008913e-07,4.484207e-07,4.429813e-07,3.529100e-01,-1.000000
6,70.000000,233.149994,879.400024,8.000000,9.133830e-09,6.480080e-07,1.021690e-06,1.012556e-06,3.659400e-01,-1.000000
6,70.000000,233.149994,966.299988,9.000000,1.253772e-08,9.882074e-07,1.624832e-06,1.612294e-06,3.720500e-01,-1.000000
6,70.000000,233.149994,984.200012,10.000000,1.312642e-08,9.445084e-07,1.623567e-06,1.610440e-06,3.648800e-01,-1.000000
7,70.000000,233.149994,20.500000,0.050000,6.550705e-14,8.112239e-16,6.604895e-14,5.418984e-16,3.590200e-04,-1.000000
7,70.000000,233.149994,41.400002,0.100000,5.278327e-13,5.407132e-14,5.639583e-13,3.612558e-14,9.862300e-04,-1.000000
7,70.000000,233.149994,62.500000,0.200000,2.091000e-12,6.981048e-13,2.559367e-12,4.683673e-13,2.455800e-03,-1.000000
7,70.000000,233.149994,77.500000,0.300000,4.349915e-12,2.662590e-12,6.146563e-12,1.796649e-12,4.773100e-03,-1.000000
7,70.000000,233.149994,103.300003,0.400000,1.037354e-11,1.476635e-11,2.042726e-11,1.005373e-11,8.332600e-03,-1.000000
7,70.000000,233.149994,106.400002,0.500000,1.160407e-11,1.754438e-11,2.367263e-11,1.206856e-11,1.180300e-02,-1.000000
7,70.000000,233.149994,147.600006,0.750000,3.186111e-11,1.191623e-10,1.168045e-10,8.494335e-11,2.548400e-02,-1.000000
7,70.000000,233.149994,190.500000,1.000000,7.129906e-11,5.167826e-10,4.581094e-10,3.868104e-10,4.434900e-02,-1.000000
7,70.000000,233.149994,201.500000,1.500000,9.041022e-11,6.013968e-10,6.005184e-10,5.101081e-10,8.906700e-02,-1.000000
7,70.000000,233.149994,327.399994,2.000000,3.788434e-10,7.678458e-09,8.274613e-09,7.895769e-09,1.572000e-01,-1.000000
7,70.000000,233.149994,393.799988,2.500000,6.871861e-10,1.643335e-08,2.161750e-08,2.093031e-08,2.289000e-01,-1.000000
7,70.000000,233.149994,421.600006,3.000000,8.501751e-10,1.740745e-08,2.747895e-08,2.662877e-08,2.945100e-01,-1.000000
7,70.000000,233.149994,512.500000,3.500000,1.576631e-09,4.413880e-08,7.692024e-08,7.534361e-08,3.480300e-01,-1.000000
7,70.000000,233.149994,534.200012,4.000000,1.791148e-09,5.005345e-08,8.605910e-08,8.426795e-08,3.772600e-01,-1.000000
7,70.000000,233.149994,610.900024,5.000000,2.745969e-09,1.055096e-07,1.570389e-07,1.542929e-07,3.864800e-01,-1.000000
7,70.000000,233.149994,727.700012,6.000000,4.831990e-09,2.619483e-07,3.847034e-07,3.798714e-07,3.829300e-01,-1.000000
7,70.000000,233.149994,808.400024,7.000000,6.812888e-09,3.882060e-07,6.172504e-07,6.104375e-07,3.951900e-01,-1.000000
7,70.000000,233.149994,945.400024,8.000000,1.144667e-08,8.560863e-07,1.389394e-06,1.377947e-06,4.093600e-01,-1.000000
7,70.000000,233.149994,1038.400024,9.000000,1.569259e-08,1.377008e-06,2.192060e-06,2.176367e-06,4.120400e-01,-1.000000
7,70.000000,233.149994,1057.800049,10.000000,1.641695e-08,1.375490e-06,2.183432e-06,2.167015e-06,4.018900e-01,-1.000000
8,70.000000,233.149994,21.200001,0.050000,7.153965e-14,9.826529e-16,7.219580e-14,6.561508e-16,3.698100e-04,-1.000000
8,70.000000,233.149994,42.200001,0.100000,5.548126e-13,6.032287e-14,5.951155e-13,4.030291e-14,1.019300e-03,-1.000000
8,70.000000,233.149994,65.699997,0.200000,2.439290e-12,9.438909e-13,3.072369e-12,6.330790e-13,2.599300e-03,-1.000000
8,70.000000,233.149994,81.300003,0.300000,5.049829e-12,3.560006e-12,7.451919e-12,2.402090e-12,4.945800e-03,-1.000000
8,70.000000,233.149994,108.400002,0.400000,1.206287e-11,1.978227e-11,2.553517e-11,1.347230e-11,8.643900e-03,-1.000000
8,70.000000,233.149994,112.199997,0.500000,1.369226e-11,2.411135e-11,3.026448e-11,1.657222e-11,1.217800e-02,-1.000000
8,70.000000,233.149994,155.699997,0.750000,3.770150e-11,1.640010e-10,1.546224e-10,1.169209e-10,2.628500e-02,-1.000000
8,70.000000,233.149994,201.000000,1.000000,8.473285e-11,7.131578e-10,6.204388e-10,5.357059e-10,4.605400e-02,-1.000000
8,70.000000,233.149994,214.000000,1.500000,1.093761e-10,8.412408e-10,8.329247e-10,7.235486e-10,9.482400e-02,-1.000000
8,70.000000,233.149994,346.899994,2.000000,4.575258e-10,1.045370e-08,1.152215e-08,1.106462e-08,1.666600e-01,-1.000000
8,70.000000,233.149994,417.500000,2.500000,8.299961e-10,2.160601e-08,2.985878e-08,2.902878e-08,2.443100e-01,-1.000000
8,70.000000,233.149994,446.799988,3.000000,1.023771e-09,2.201975e-08,3.753183e-08,3.650806e-08,3.150100e-01,-1.000000
8,70.000000,233.149994,544.000000,3.500000,1.910927e-09,5.387070e-08,1.045417e-07,1.026307e-07,3.776600e-01,-1.000000
8,70.000000,233.149994,567.000000,4.000000,2.167534e-09,6.114185e-08,1.159527e-07,1.137852e-07,4.097100e-01,-1.000000
8,70.000000,233.149994,648.299988,5.000000,3.316817e-09,1.325376e-07,2.090598e-07,2.057430e-07,4.186700e-01,-1.000000
8,70.000000,233.149994,772.499939,6.000000,5.838206e-09,3.291898e-07,5.076378e-07,5.017996e-07,4.133900e-01,-1.000000
8,70.000000,233.149994,857.599976,7.000000,8.198832e-09,4.766177e-07,8.041675e-07,7.959687e-07,4.262000e-01,-1.000000
8,70.000000,233.149994,1002.599976,8.000000,1.376361e-08,1.029045e-06,1.787774e-06,1.774010e-06,4.419000e-01,-1.000000
8,70.000000,233.149994,1102.300049,9.000000,1.891328e-08,1.682412e-06,2.810194e-06,2.791281e-06,4.429100e-01,-1.000000
8,70.000000,233.149994,1123.099976,10.000000,1.977803e-08,1.690682e-06,2.792292e-06,2.772514e-06,4.307000e-01,-1.000000
9,70.000000,233.149994,25.000000,0.050000,1.106724e-13,2.535995e-15,1.123659e-13,1.693476e-15,4.482900e-04,-1.000000
9,70.000000,233.149994,50.000000,0.100000,8.883639e-13,1.621773e-13,9.967802e-13,1.084164e-13,1.323800e-03,-1.000000
9,70.000000,233.149994,93.800003,0.200000,5.982919e-12,7.102582e-12,1.076760e-11,4.784677e-12,4.252600e-03,-1.000000
9,70.000000,233.149994,120.199997,0.300000,1.325202e-11,3.252796e-11,3.540681e-11,2.215479e-11,7.161600e-03,-1.000000
9,70.000000,233.149994,139.899994,0.400000,2.238198e-11,8.480074e-11,8.088098e-11,5.849900e-11,1.028300e-02,-1.000000
9,70.000000,233.149994,152.300003,0.500000,3.138008e-11,1.496367e-10,1.360143e-10,1.046343e-10,1.333500e-02,-1.000000
9,70.000000,233.149994,186.600006,0.750000,6.459632e-11,5.310299e-10,4.483544e-10,3.837581e-10,2.346800e-02,-1.000000
9,70.000000,233.149994,217.199997,1.000000,1.084581e-10,1.306493e-09,1.087456e-09,9.789979e-10,3.598800e-02,-1.000000
9,70.000000,233.149994,258.500000,1.500000,2.034772e-10,3.445804e-09,3.050944e-09,2.847467e-09,6.932900e-02,-1.000000
9,70.000000,233.149994,299.399994,2.000000,3.300510e-10,6.935810e-09,6.778155e-09,6.448104e-09,1.107600e-01,-1.000000
9,70.000000,233.149994,337.799988,2.500000,4.877884e-10,1.139949e-08,1.261887e-08,1.213108e-08,1.577000e-01,-1.000000
9,70.000000,233.149994,373.600006,3.000000,6.737021e-10,1.617211e-08,2.056423e-08,1.989052e-08,2.079600e-01,-1.000000
9,70.000000,233.149994,405.399994,3.500000,8.732488e-10,2.041656e-08,2.972820e-08,2.885495e-08,2.569500e-01,-1.000000
9,70.000000,233.149994,407.399994,4.000000,9.006054e-10,1.665953e-08,2.755586e-08,2.665525e-08,3.015500e-01,-1.000000
9,70.000000,233.149994,462.299988,5.000000,1.342515e-09,2.350569e-08,4.668788e-08,4.534537e-08,3.773600e-01,-1.000000
9,70.000000,233.149994,509.299988,6.000000,1.815486e-09,3.149363e-08,6.798346e-08,6.616798e-08,4.282300e-01,-1.000000
9,70.000000,233.149994,553.599976,7.000000,2.357255e-09,4.251854e-08,9.387264e-08,9.151538e-08,4.605500e-01,-1.000000
9,70.000000,233.149994,592.099976,8.000000,2.900503e-09,5.379086e-08,1.200330e-07,1.171325e-07,4.784100e-01,-1.000000
9,70.000000,233.149994,632.700012,9.000000,3.571860e-09,6.640980e-08,1.550257e-07,1.514538e-07,4.926500e-01,-1.000000
9,70.000000,233.149994,671.599976,10.000000,4.307694e-09,7.860547e-08,1.947247e-07,1.904171e-07,5.040200e-01,-1.000000
10,70.000000,233.149994,33.340462,0.074890,3.151981e-13,1.637475e-14,3.261939e-13,1.099574e-14,7.869100e-04,-1.000000
10,70.000000,233.149994,48.006454,0.100630,8.896006e-13,1.388306e-13,9.825138e-13,9.291320e-14,1.331400e-03,-1.000000
10,70.000000,233.149994,76.205498,0.201260,3.593541e-12,2.218226e-12,5.086090e-12,1.492550e-12,3.291600e-03,-1.000000
10,70.000000,233.149994,94.228920,0.276730,7.021878e-12,8.098350e-12,1.251653e-11,5.494655e-12,5.352300e-03,-1.000000
